"longitude","latitude","sst","chlc","wind_speed","wind_direction","phoebastria_immutabilis","nyear","nmonth"
-131.78508,37.1985,14.45384,0.28206193,1.8804255,113.83874,1,2014,1
-131.87553,37.277073,14.478127,0.2774224,2.0169284,112.75098,1,2014,1
-132.02605,37.36854,14.656327,0.25771424,2.1060865,108.26289,1,2014,1
-132.29141,37.509327,14.828479,0.20140196,2.3601906,104.97833,1,2014,1
-134.4042,37.59821,16.363882,0.109572224,3.7306569,100.346054,1,2014,1
-132.54051,37.598526,14.849864,0.19485836,2.534423,106.504364,1,2014,1
-134.18202,37.61262,16.15952,0.12132102,3.5893455,100.43334,1,2014,1
-134.53336,37.616634,16.431002,0.10783689,3.862292,98.486755,1,2014,1
-133.57172,37.654053,15.704307,0.12753059,3.261978,100.242004,1,2014,1
-133.99979,37.656853,15.788978,0.1344272,3.4327395,99.05072,1,2014,1
-134.78198,37.67504,16.517494,0.10996539,3.899654,97.07034,1,2014,1
-132.7589,37.680008,14.870291,0.19838333,2.561445,108.43495,1,2014,1
-133.44157,37.68968,15.49385,0.16936985,3.0245166,103.57678,1,2014,1
-135.0254,37.720676,16.543081,0.10043337,3.9184692,95.5651,1,2014,1
-133.01633,37.74778,15.100944,0.19968398,2.6828716,106.67879,1,2014,1
-135.18196,37.76663,16.469934,0.11369792,3.8758354,95.181046,1,2014,1
-133.38695,37.77611,15.11553,0.1924252,2.9449108,102.95087,1,2014,1
-133.0706,37.789375,14.923165,0.1929346,2.7043114,104.34456,1,2014,1
-135.2861,37.815247,16.407984,0.11140739,4.0144987,92.71273,1,2014,1
-135.51074,37.968826,16.396284,0.10444208,4.0517774,91.69716,1,2014,1
