"longitude","latitude","sst","chlc","phoebastria_immutabilis","nyear","nmonth"
-120.06669,27.858353,17.563955,0.069152445,1,2014,2
-120.35854,27.865135,17.665146,0.07666093,1,2014,2
-125.038376,27.86637,18.089676,0.049414076,1,2014,2
-136.22462,27.871813,19.650124,0.070754714,1,2014,2
-120.40101,27.873829,17.72878,0.076733686,1,2014,2
-120.037605,27.87459,17.542358,0.07585503,1,2014,2
-120.03585,27.877296,17.483555,0.073405735,1,2014,2
-124.22128,27.87952,18.088903,0.05057339,1,2014,2
-136.27663,27.888603,19.67921,0.0786143,1,2014,2
-120.28362,27.889112,17.590876,0.07403317,1,2014,2
-124.25869,27.894888,18.105621,0.046198033,1,2014,2
-120.00929,27.901361,17.440569,0.07430099,1,2014,2
-136.32228,27.901718,19.702557,0.061503444,1,2014,2
-125.051796,27.911028,18.065905,0.049021352,1,2014,2
-120.28357,27.912497,17.549099,0.07416998,1,2014,2
-120.21569,27.91477,17.535717,0.07680543,1,2014,2
-124.31753,27.915413,18.051245,0.051369082,1,2014,2
-119.993996,27.917713,17.380087,0.07463651,1,2014,2
-136.37262,27.919802,19.719225,0.06550261,1,2014,2
-136.4205,27.936003,19.727257,0.06700293,1,2014,2
-119.972336,27.938848,17.302595,0.08187249,1,2014,2
-124.36847,27.941795,17.993233,0.06298171,1,2014,2
-120.14452,27.946728,17.491734,0.07340622,1,2014,2
-120.20547,27.94738,17.481627,0.07625668,1,2014,2
-136.46843,27.948614,19.763014,0.077103294,1,2014,2
-125.03702,27.951677,18.046316,0.05350899,1,2014,2
-119.230606,27.952497,17.476986,0.11451049,1,2014,2
-119.94233,27.952835,17.215912,0.075277366,1,2014,2
-125.015854,27.958162,18.061104,0.045616418,1,2014,2
-124.41959,27.958174,18.028206,0.052850377,1,2014,2
-119.27071,27.959091,17.435163,0.108537324,1,2014,2
-119.91722,27.962017,17.13757,0.07653413,1,2014,2
-119.302185,27.963385,17.414783,0.10526535,1,2014,2
-119.349815,27.965834,17.412416,0.10788294,1,2014,2
-119.19512,27.968975,17.523235,0.110643364,1,2014,2
-119.39928,27.969046,17.44778,0.107346214,1,2014,2
-120.0777,27.970213,17.442684,0.07715325,1,2014,2
-136.51883,27.97148,19.77366,0.06126044,1,2014,2
-124.44944,27.973312,18.059444,0.052153926,1,2014,2
-119.43802,27.97492,17.487564,0.098510645,1,2014,2
-119.873726,27.975348,17.113424,0.07591919,1,2014,2
-124.98558,27.980482,18.027945,0.053653423,1,2014,2
-119.47723,27.984825,17.444477,0.09140822,1,2014,2
-124.48422,27.987116,17.981855,0.04613216,1,2014,2
-119.84562,27.988764,17.088701,0.074104235,1,2014,2
-119.15114,27.990393,17.563047,0.113992505,1,2014,2
-120.0812,27.995972,17.35567,0.073735476,1,2014,2
-124.9458,27.996767,18.054483,0.046270296,1,2014,2
-136.57722,27.999374,19.840357,0.07531913,1,2014,2
-119.59382,27.999811,17.266718,0.08782046,1,2014,2
-120.00681,28.003372,17.313799,0.08529866,1,2014,2
-121.23209,28.0055,18.028412,0.07978149,1,2014,2
-124.5315,28.007418,18.014751,0.048770215,1,2014,2
-124.82985,28.007502,18.11753,0.053025115,1,2014,2
-124.869484,28.008022,18.11319,0.0521721,1,2014,2
-124.890274,28.008656,18.077864,0.056083526,1,2014,2
-124.79706,28.0097,18.137175,0.056677967,1,2014,2
-121.170525,28.015255,17.91768,0.08081003,1,2014,2
-124.758804,28.016521,18.040073,0.053255357,1,2014,2
-119.78733,28.017122,17.063168,0.0800537,1,2014,2
-136.62834,28.017563,19.855532,0.069703795,1,2014,2
-119.58571,28.01761,17.32345,0.089655414,1,2014,2
-121.1596,28.017756,17.85798,0.079988606,1,2014,2
